clip_path,gesture_label,person_id,take_number,source,keypoint_path,frame_count,split
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_78.mp4,service_authorization_right,p08,78,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_78.npy,125,train
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_79.mp4,service_authorization_right,p08,79,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_79.npy,128,train
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_8.mp4,service_authorization_right,p08,8,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_8.npy,141,train
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_80.mp4,service_authorization_right,p08,80,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_80.npy,120,train
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_81.mp4,service_authorization_right,p08,81,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_81.npy,126,val
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_82.mp4,service_authorization_right,p08,82,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_82.npy,127,train
data/raw_clips\service_authorization_right\authorization_to_serve_right_p08_9.mp4,service_authorization_right,p08,9,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p08_9.npy,135,val
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_1.mp4,service_authorization_right,p09,1,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_1.npy,120,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_10.mp4,service_authorization_right,p09,10,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_10.npy,114,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_11.mp4,service_authorization_right,p09,11,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_11.npy,126,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_12.mp4,service_authorization_right,p09,12,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_12.npy,121,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_13.mp4,service_authorization_right,p09,13,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_13.npy,122,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_14.mp4,service_authorization_right,p09,14,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_14.npy,121,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_15.mp4,service_authorization_right,p09,15,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_15.npy,114,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_16.mp4,service_authorization_right,p09,16,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_16.npy,118,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_17.mp4,service_authorization_right,p09,17,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_17.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_18.mp4,service_authorization_right,p09,18,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_18.npy,129,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_19.mp4,service_authorization_right,p09,19,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_19.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_2.mp4,service_authorization_right,p09,2,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_2.npy,112,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_20.mp4,service_authorization_right,p09,20,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_20.npy,132,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_21.mp4,service_authorization_right,p09,21,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_21.npy,115,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_22.mp4,service_authorization_right,p09,22,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_22.npy,137,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_23.mp4,service_authorization_right,p09,23,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_23.npy,129,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_24.mp4,service_authorization_right,p09,24,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_24.npy,116,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_25.mp4,service_authorization_right,p09,25,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_25.npy,119,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_26.mp4,service_authorization_right,p09,26,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_26.npy,116,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_27.mp4,service_authorization_right,p09,27,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_27.npy,132,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_28.mp4,service_authorization_right,p09,28,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_28.npy,124,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_29.mp4,service_authorization_right,p09,29,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_29.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_3.mp4,service_authorization_right,p09,3,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_3.npy,105,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_30.mp4,service_authorization_right,p09,30,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_30.npy,126,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_31.mp4,service_authorization_right,p09,31,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_31.npy,111,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_32.mp4,service_authorization_right,p09,32,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_32.npy,118,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_33.mp4,service_authorization_right,p09,33,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_33.npy,131,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_34.mp4,service_authorization_right,p09,34,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_34.npy,112,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_35.mp4,service_authorization_right,p09,35,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_35.npy,124,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_36.mp4,service_authorization_right,p09,36,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_36.npy,122,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_37.mp4,service_authorization_right,p09,37,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_37.npy,109,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_38.mp4,service_authorization_right,p09,38,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_38.npy,117,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_39.mp4,service_authorization_right,p09,39,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_39.npy,118,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_4.mp4,service_authorization_right,p09,4,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_4.npy,122,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_40.mp4,service_authorization_right,p09,40,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_40.npy,121,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_41.mp4,service_authorization_right,p09,41,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_41.npy,129,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_42.mp4,service_authorization_right,p09,42,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_42.npy,130,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_43.mp4,service_authorization_right,p09,43,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_43.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_44.mp4,service_authorization_right,p09,44,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_44.npy,110,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_45.mp4,service_authorization_right,p09,45,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_45.npy,129,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_46.mp4,service_authorization_right,p09,46,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_46.npy,117,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_47.mp4,service_authorization_right,p09,47,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_47.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_48.mp4,service_authorization_right,p09,48,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_48.npy,126,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_49.mp4,service_authorization_right,p09,49,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_49.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_5.mp4,service_authorization_right,p09,5,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_5.npy,133,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_50.mp4,service_authorization_right,p09,50,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_50.npy,112,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_51.mp4,service_authorization_right,p09,51,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_51.npy,115,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_52.mp4,service_authorization_right,p09,52,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_52.npy,116,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_53.mp4,service_authorization_right,p09,53,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_53.npy,119,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_54.mp4,service_authorization_right,p09,54,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_54.npy,131,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_55.mp4,service_authorization_right,p09,55,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_55.npy,137,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_56.mp4,service_authorization_right,p09,56,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_56.npy,140,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_57.mp4,service_authorization_right,p09,57,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_57.npy,155,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_58.mp4,service_authorization_right,p09,58,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_58.npy,134,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_59.mp4,service_authorization_right,p09,59,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_59.npy,134,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_6.mp4,service_authorization_right,p09,6,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_6.npy,120,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_60.mp4,service_authorization_right,p09,60,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_60.npy,137,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_61.mp4,service_authorization_right,p09,61,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_61.npy,143,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_62.mp4,service_authorization_right,p09,62,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_62.npy,138,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_63.mp4,service_authorization_right,p09,63,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_63.npy,123,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_64.mp4,service_authorization_right,p09,64,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_64.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_65.mp4,service_authorization_right,p09,65,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_65.npy,128,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_66.mp4,service_authorization_right,p09,66,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_66.npy,140,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_67.mp4,service_authorization_right,p09,67,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_67.npy,139,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_68.mp4,service_authorization_right,p09,68,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_68.npy,142,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_69.mp4,service_authorization_right,p09,69,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_69.npy,131,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_7.mp4,service_authorization_right,p09,7,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_7.npy,122,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_70.mp4,service_authorization_right,p09,70,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_70.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_71.mp4,service_authorization_right,p09,71,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_71.npy,142,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_72.mp4,service_authorization_right,p09,72,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_72.npy,132,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_73.mp4,service_authorization_right,p09,73,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_73.npy,132,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_74.mp4,service_authorization_right,p09,74,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_74.npy,122,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_75.mp4,service_authorization_right,p09,75,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_75.npy,141,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_76.mp4,service_authorization_right,p09,76,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_76.npy,146,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_77.mp4,service_authorization_right,p09,77,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_77.npy,144,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_78.mp4,service_authorization_right,p09,78,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_78.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_79.mp4,service_authorization_right,p09,79,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_79.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_8.mp4,service_authorization_right,p09,8,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_8.npy,127,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_80.mp4,service_authorization_right,p09,80,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_80.npy,138,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_81.mp4,service_authorization_right,p09,81,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_81.npy,131,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_82.mp4,service_authorization_right,p09,82,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_82.npy,141,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_83.mp4,service_authorization_right,p09,83,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_83.npy,138,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_84.mp4,service_authorization_right,p09,84,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_84.npy,135,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_85.mp4,service_authorization_right,p09,85,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_85.npy,119,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_86.mp4,service_authorization_right,p09,86,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_86.npy,124,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_87.mp4,service_authorization_right,p09,87,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_87.npy,133,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_88.mp4,service_authorization_right,p09,88,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_88.npy,141,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_89.mp4,service_authorization_right,p09,89,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_89.npy,130,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_9.mp4,service_authorization_right,p09,9,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_9.npy,124,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_90.mp4,service_authorization_right,p09,90,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_90.npy,143,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_91.mp4,service_authorization_right,p09,91,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_91.npy,130,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_92.mp4,service_authorization_right,p09,92,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_92.npy,129,test
data/raw_clips\service_authorization_right\authorization_to_serve_right_p09_95.mp4,service_authorization_right,p09,95,volunteer,data/keypoints\service_authorization_right\authorization_to_serve_right_p09_95.npy,130,test
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_1.mp4,team_to_serve_left,p01,1,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_1.npy,62,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_10.mp4,team_to_serve_left,p01,10,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_10.npy,82,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_100.mp4,team_to_serve_left,p01,100,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_100.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_101.mp4,team_to_serve_left,p01,101,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_101.npy,59,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_102.mp4,team_to_serve_left,p01,102,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_102.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_103.mp4,team_to_serve_left,p01,103,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_103.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_104.mp4,team_to_serve_left,p01,104,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_104.npy,70,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_105.mp4,team_to_serve_left,p01,105,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_105.npy,74,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_106.mp4,team_to_serve_left,p01,106,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_106.npy,65,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_107.mp4,team_to_serve_left,p01,107,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_107.npy,81,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_108.mp4,team_to_serve_left,p01,108,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_108.npy,82,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_109.mp4,team_to_serve_left,p01,109,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_109.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_11.mp4,team_to_serve_left,p01,11,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_11.npy,73,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_110.mp4,team_to_serve_left,p01,110,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_110.npy,63,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_12.mp4,team_to_serve_left,p01,12,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_12.npy,68,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_13.mp4,team_to_serve_left,p01,13,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_13.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_14.mp4,team_to_serve_left,p01,14,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_14.npy,73,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_15.mp4,team_to_serve_left,p01,15,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_15.npy,75,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_16.mp4,team_to_serve_left,p01,16,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_16.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_17.mp4,team_to_serve_left,p01,17,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_17.npy,70,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_18.mp4,team_to_serve_left,p01,18,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_18.npy,72,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_19.mp4,team_to_serve_left,p01,19,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_19.npy,78,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_2.mp4,team_to_serve_left,p01,2,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_2.npy,75,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_20.mp4,team_to_serve_left,p01,20,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_20.npy,83,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_21.mp4,team_to_serve_left,p01,21,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_21.npy,74,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_22.mp4,team_to_serve_left,p01,22,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_22.npy,86,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_23.mp4,team_to_serve_left,p01,23,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_23.npy,74,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_24.mp4,team_to_serve_left,p01,24,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_24.npy,74,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_25.mp4,team_to_serve_left,p01,25,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_25.npy,62,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_26.mp4,team_to_serve_left,p01,26,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_26.npy,67,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_27.mp4,team_to_serve_left,p01,27,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_27.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_28.mp4,team_to_serve_left,p01,28,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_28.npy,73,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_29.mp4,team_to_serve_left,p01,29,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_29.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_3.mp4,team_to_serve_left,p01,3,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_3.npy,72,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_30.mp4,team_to_serve_left,p01,30,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_30.npy,75,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_31.mp4,team_to_serve_left,p01,31,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_31.npy,74,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_32.mp4,team_to_serve_left,p01,32,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_32.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_33.mp4,team_to_serve_left,p01,33,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_33.npy,73,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_34.mp4,team_to_serve_left,p01,34,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_34.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_35.mp4,team_to_serve_left,p01,35,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_35.npy,71,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_36.mp4,team_to_serve_left,p01,36,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_36.npy,72,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_37.mp4,team_to_serve_left,p01,37,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_37.npy,81,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_38.mp4,team_to_serve_left,p01,38,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_38.npy,81,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_39.mp4,team_to_serve_left,p01,39,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_39.npy,75,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_4.mp4,team_to_serve_left,p01,4,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_4.npy,66,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_40.mp4,team_to_serve_left,p01,40,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_40.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_41.mp4,team_to_serve_left,p01,41,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_41.npy,83,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_42.mp4,team_to_serve_left,p01,42,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_42.npy,69,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_43.mp4,team_to_serve_left,p01,43,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_43.npy,61,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_44.mp4,team_to_serve_left,p01,44,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_44.npy,71,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_45.mp4,team_to_serve_left,p01,45,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_45.npy,63,val
data/raw_clips\team_to_serve_left\team_to_serve_left_p01_46.mp4,team_to_serve_left,p01,46,volunteer,data/keypoints\team_to_serve_left\team_to_serve_left_p01_46.npy,81,val
